especie,moneda,plazo,compra,venta,ultimo,var,apertura,max,min,volumen,monto,cierre_ant,hora,tipo
UPST,ARS,CI,6014.0,7700.0,5969.5,5.75,6170.0,6410.0,5969.5,66,412205.0,5645.0,16:30:00,CEDEARS
UPST,ARS,48hs,5650.0,6400.0,6187.0,7.24,6170.5,6472.0,5891.5,13997,86618703.0,5769.5,17:00:02,CEDEARS
USB,ARS,CI,3920.5,4040.0,3976.5,5.51,3950.0,4200.0,3926.0,32,129071.0,3769.0,16:30:00,CEDEARS
USB,ARS,48hs,4105.0,4134.0,4109.5,7.1,3880.0,4139.5,3880.0,10094,40865198.0,3837.0,17:00:01,CEDEARS
V,ARS,CI,6897.0,7244.0,7025.5,-0.49,7050.5,7081.0,7008.0,68,478364.0,7060.0,16:30:00,CEDEARS
V,ARS,24hs,0.0,7250.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
V,ARS,48hs,6950.0,7400.0,7100.5,0.71,7095.5,7122.0,7050.5,2967,21051816.0,7050.5,17:00:01,CEDEARS
VALE,ARS,CI,2456.0,3710.0,3690.0,0.64,3676.5,3710.0,3650.0,550,2025841.0,3666.5,16:30:00,CEDEARS
VALE,ARS,24hs,3200.0,3849.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
VALE,ARS,48hs,3599.0,3880.0,3708.0,0.03,3712.5,3724.0,3670.0,9667,35671275.0,3707.0,17:00:01,CEDEARS
VALED,MEP,CI,7.15,7.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
VALED,MEP,24hs,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
VALED,MEP,48hs,6.9,8.1,7.6,0.93,7.5,7.6,7.2,547,4100.0,7.53,17:00:01,CEDEARS
VD,MEP,CI,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
VD,MEP,48hs,14.0,14.95,14.85,6.83,14.4,14.95,14.05,222,3232.0,13.9,17:00:01,CEDEARS
VIST,ARS,CI,14075.0,14103.5,14067.5,-1.48,14597.0,14597.0,13960.0,1264,17935031.0,14279.5,16:30:00,CEDEARS
VIST,ARS,24hs,14066.0,14375.0,13982.0,-3.28,14236.0,14236.0,13968.5,17,238608.0,14456.5,17:00:00,CEDEARS
VIST,ARS,48hs,13700.0,14558.0,14068.0,-1.23,14600.0,14600.0,14000.0,34141,484589080.0,14242.5,17:00:01,CEDEARS
VISTD,MEP,CI,28.6,238.0,28.6,-1.72,29.25,29.7,28.6,21,606.0,29.1,16:30:00,CEDEARS
VISTD,MEP,24hs,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
VISTD,MEP,48hs,27.5,29.9,28.3,-2.41,29.5,29.8,28.25,4227,122374.0,29.0,17:00:01,CEDEARS
VOD,ARS,CI,4832.0,5076.5,4835.0,-2.32,4835.0,4835.0,4835.0,1,4835.0,4950.0,16:30:00,CEDEARS
VOD,ARS,48hs,4753.0,5125.0,5054.0,2.24,5085.5,5085.5,5025.0,979,4947794.0,4943.5,17:00:01,CEDEARS
VZ,ARS,CI,8299.5,9200.0,8999.0,3.82,8520.0,9000.0,8520.0,172,1542376.0,8667.5,16:30:00,CEDEARS
VZ,ARS,24hs,8550.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
VZ,ARS,48hs,8710.0,9150.0,8970.0,5.28,8883.0,9008.0,8871.0,6177,55363367.0,8520.5,17:00:01,CEDEARS
VZD,MEP,CI,18.5,19.3,18.0,5.88,17.5,18.0,17.5,86,1513.0,17.0,16:30:00,CEDEARS
VZD,MEP,48hs,17.55,22.5,19.0,5.56,18.5,19.0,18.0,397,7487.0,18.0,17:00:01,CEDEARS
WBA,ARS,CI,4200.0,5308.0,5309.5,0.5,5206.0,5309.5,5200.0,29,151043.0,5283.0,16:30:00,CEDEARS
WBA,ARS,48hs,5191.0,5720.0,5250.0,0.85,5273.0,5300.0,5202.0,1203,6307484.0,5206.0,17:00:02,CEDEARS
WBAD,MEP,CI,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
WBAD,MEP,48hs,9.76,10.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
WBO,ARS,CI,1175.0,2927.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
WBO,ARS,48hs,1077.0,1500.0,1219.5,3.04,1239.5,1242.0,1218.0,750,928013.0,1183.5,17:00:01,CEDEARS
WFC,ARS,CI,3225.0,4915.0,4870.0,1.16,4870.0,4870.0,4870.0,8,38960.0,4814.0,16:30:00,CEDEARS
WFC,ARS,24hs,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
WFC,ARS,48hs,4876.0,4950.0,4879.5,1.49,4856.0,4915.5,4847.0,2542,12412621.0,4808.0,17:00:01,CEDEARS
WFCD,MEP,48hs,9.38,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
WMT,ARS,CI,8450.0,13599.0,13557.0,0.05,13580.0,13914.0,13395.0,18054,241900919.0,13550.0,16:30:00,CEDEARS
WMT,ARS,48hs,11844.0,14000.0,13598.5,0.13,13700.0,13700.0,13485.5,911,12343832.0,13581.0,17:00:01,CEDEARS
WMTD,MEP,CI,26.8,28.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
WMTD,MEP,48hs,26.2,31.0,27.9,0.0,27.6,28.0,27.4,30,826.0,27.9,17:00:01,CEDEARS
X,ARS,CI,4300.0,4320.0,4308.0,0.2,4300.0,4435.0,4300.0,67,291660.0,4299.5,16:30:00,CEDEARS
X,ARS,24hs,0.0,4490.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
X,ARS,48hs,3700.0,4528.0,4330.0,-1.23,4346.0,4353.5,4290.5,2292,9899098.0,4384.0,17:00:01,CEDEARS
XD,MEP,CI,8.21,8.88,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
XD,MEP,48hs,7.0,10.5,8.74,-0.11,8.74,8.74,8.74,3,26.0,8.75,17:00:02,CEDEARS
XLE,ARS,CI,21501.0,21850.0,21698.5,-0.43,21600.0,21849.5,21600.0,20,434440.0,21791.5,16:30:00,CEDEARS
XLE,ARS,24hs,0.0,22790.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
XLE,ARS,48hs,21767.5,22790.0,21822.5,0.52,21796.0,21956.0,21710.0,6724,146542434.0,21709.5,17:00:02,CEDEARS
XLEB,ARS,48hs,0.0,22103.0,22103.0,0.17,22103.0,22103.0,22103.0,7736,170988808.0,22065.0,17:00:02,CEDEARS
XLED,MEP,CI,41.8,43.5,44.0,8.25,44.0,44.0,44.0,5,220.0,40.65,16:30:00,CEDEARS
XLED,MEP,48hs,40.0,49.0,43.5,0.0,44.35,44.4,43.5,379,16511.0,43.5,17:00:02,CEDEARS
XLF,ARS,CI,9250.0,9270.0,9270.0,-0.8,9210.0,9432.5,9178.5,402,3746614.0,9345.0,16:30:00,CEDEARS
XLF,ARS,48hs,7822.0,9600.0,9273.0,0.36,9348.0,9348.0,9225.0,2660,24672374.0,9239.5,17:00:02,CEDEARS
XLFD,MEP,CI,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
XLFD,MEP,48hs,18.1,20.0,18.9,-0.53,18.8,18.9,18.35,162,3038.0,19.0,17:00:02,CEDEARS
XOM,ARS,CI,10670.0,10887.5,10800.0,0.84,10591.5,10800.0,10591.5,120,1290733.0,10710.5,16:30:00,CEDEARS
XOM,ARS,24hs,10600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
XOM,ARS,48hs,10620.0,11400.0,10755.5,0.94,10738.0,10822.0,10710.5,4220,45394196.0,10655.0,17:00:01,CEDEARS
XOMD,MEP,CI,20.8,24.1,21.5,-2.27,21.5,21.5,21.5,40,860.0,22.0,16:30:00,CEDEARS
XOMD,MEP,48hs,20.4,23.45,21.8,1.4,21.6,22.45,21.6,78,1696.0,21.5,17:00:01,CEDEARS
XP,ARS,CI,0.0,3199.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
XP,ARS,48hs,3139.0,3159.5,3163.0,0.57,3175.5,3175.5,3092.5,167,523312.0,3145.0,17:00:02,CEDEARS
XROX,ARS,CI,8008.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
XROX,ARS,48hs,8201.0,8379.5,8367.0,-0.3,8379.5,8379.5,8367.0,16,134059.0,8392.5,17:00:01,CEDEARS
YY,ARS,48hs,2396.5,3548.0,3543.5,1.39,3497.0,3557.5,3497.0,26,92296.0,3495.0,17:00:01,CEDEARS
ZM,ARS,CI,810.0,844.0,850.0,3.66,827.5,850.0,810.0,71,58966.0,820.0,16:30:00,CEDEARS
ZM,ARS,48hs,799.0,855.0,834.5,2.52,823.5,843.0,814.5,8120,6758444.0,814.0,17:00:02,CEDEARS
ZMD,MEP,CI,1.61,2.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
ZMD,MEP,48hs,1.35,1.68,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
